ticker,name,industry,marketCap
CCRN,"Cross Country Healthcare, Inc.",Medical Care Facilities,259622620
CCS,"Century Communities, Inc.",Real Estate - Development,2100352235
CCSI,"Consensus Cloud Solutions, Inc.",Software - Infrastructure,513963525
CCTG,CCSC Technology International Holdings Limited,Electrical Equipment & Parts,2539858
CCU,CompaÃ±Ã­a CervecerÃ­as Unidas S.A.,Beverages - Brewers,2765472235
CCXI,Churchill Capital Corp XI,Shell Companies,551666500
CD,Chaince Digital Holdings Inc.,Capital Markets,359855205
CDE,"Coeur Mining, Inc.",Gold,13445711953
CDIO,"Cardio Diagnostics Holdings, Inc.",Biotechnology,2355606
CDLR,Cadeler A/S,Engineering & Construction,2281016771
CDLX,"Cardlytics, Inc.",Advertising Agencies,54597113
CDNA,"CareDx, Inc.",Diagnostics & Research,984935037
CDNL,Cardinal Infrastructure Group Inc.,Infrastructure Operations,892101940
CDNS,"Cadence Design Systems, Inc.",Software - Application,78483714330
CDP,COPT Defense Properties,REIT - Office,3655067745
CDRE,"Cadre Holdings, Inc.",Aerospace & Defense,1701462510
CDRO,"Codere Online Luxembourg, S.A.",Gambling,357608108
CDT,CDT Equity Inc.,Biotechnology,2395630
CDTG,CDT Environmental Technology Investment Holdings Limited,Waste Management,3549600
CDW,CDW Corporation,Information Technology Services,16512461898
CDXS,"Codexis, Inc.",Biotechnology,106582772
CDZI,Cadiz Inc.,Utilities - Regulated Water,396019526
CE,Celanese Corporation,Chemicals,6441077865
CECO,CECO Environmental Corp.,Pollution & Treatment Controls,2676641428
CEG,Constellation Energy Corporation,Utilities - Independent Power Producers,100053594033
CELC,Celcuity Inc.,Biotechnology,4852466931
CELH,"Celsius Holdings, Inc.",Beverages - Non-Alcoholic,11443089334
CELU,Celularity Inc.,Biotechnology,35470478
CELZ,"Creative Medical Technology Holdings, Inc.",Biotechnology,6500082
CENN,Cenntro Inc.,Auto Manufacturers,11217677
CENT,Central Garden & Pet Company,Packaged Foods,2325688847
CENTA,Central Garden & Pet Company,Packaged Foods,1876823375
CENX,Century Aluminum Company,Aluminum,4638162440
CEPF,"Cantor Equity Partners IV, Inc.",Shell Companies,594360000
CEPO,"Cantor Equity Partners I, Inc.",Shell Companies,265965000
CEPS,"Cantor Equity Partners VI, Inc.",Shell Companies,145145000
CEPT,"Cantor Equity Partners II, Inc.",Shell Companies,340967000
CEPU,Central Puerto S.A.,Utilities - Regulated Electric,2462457528
CEPV,"Cantor Equity Partners V, Inc.",Shell Companies,322986400
CERS,Cerus Corporation,Medical Devices,416829877
CERT,"Certara, Inc.",Health Information Services,1063946092
CET,Central Securities Corporation,Asset Management,1488475165
CETX,"Cemtrex, Inc.",Software - Infrastructure,12600773
CETY,"Clean Energy Technologies, Inc.",Specialty Industrial Machinery,5394338
CEVA,"CEVA, Inc.",Semiconductors,609521681
CF,"CF Industries Holdings, Inc.",Agricultural Inputs,14686572479
CFBK,CF Bankshares Inc.,Banks - Regional,202563094
CFFI,C&F Financial Corporation,Banks - Regional,255977352
CFFN,"Capitol Federal Financial, Inc.",Banks - Regional,960756488
CFG,"Citizens Financial Group, Inc.",Banks - Regional,27806308032
CFLT,"Confluent, Inc.",Software - Infrastructure,10915310171
CFR,"Cullen/Frost Bankers, Inc.",Banks - Regional,9108010245
CG,The Carlyle Group Inc.,Asset Management,19460430000
CGAU,Centerra Gold Inc.,Gold,3992430125
CGBD,"Carlyle Secured Lending, Inc.",Asset Management,879938981
CGC,Canopy Growth Corporation,Drug Manufacturers - Specialty & Generic,403176561
CGCT,Cartesian Growth Corporation III,Shell Companies,354660000
CGEM,"Cullinan Therapeutics, Inc.",Biotechnology,690601468
CGEN,Compugen Ltd.,Biotechnology,156204046
CGNT,Cognyte Software Ltd.,Software - Infrastructure,501771685
CGNX,Cognex Corporation,Scientific & Technical Instruments,9797713990
CGON,"CG Oncology, Inc.",Biotechnology,4163988160
CGTL,Creative Global Technology Holdings Limited,Specialty Retail,109588500
CGTX,"Cognition Therapeutics, Inc.",Biotechnology,94894827
CHA,Chagee Holdings Limited,Restaurants,1894675398
CHAC,Crane Harbor Acquisition Corp.,Shell Companies,314120530
CHAI,"Core AI Holdings, Inc.",Internet Content & Information,28489065
CHAR,Charlton Aria Acquisition Corporation,Shell Companies,115351800
CHCI,"Comstock Holding Companies, Inc.",Real Estate Services,112073803
CHCO,City Holding Company,Banks - Regional,1807312140
CHCT,Community Healthcare Trust Incorporated,REIT - Healthcare Facilities,472223988
CHD,"Church & Dwight Co., Inc.",Household & Personal Products,24013007100
CHDN,Churchill Downs Incorporated,Gambling,6333461636
CHE,Chemed Corporation,Medical Care Facilities,6545831114
CHEC,Chenghe Acquisition III Co.,Shell Companies,173437657
CHEF,"The Chefs' Warehouse, Inc.",Food Distribution,2758073367
CHGG,"Chegg, Inc.",Education & Training Services,61508198
CHH,"Choice Hotels International, Inc.",Lodging,5006862112
CHKP,Check Point Software Technologies Ltd.,Software - Infrastructure,17672412271
CHMG,Chemung Financial Corporation,Banks - Regional,290921097
CHMI,Cherry Hill Mortgage Investment Corporation,REIT - Mortgage,95751757
CHNR,"China Natural Resources, Inc.",Other Industrial Metals & Mining,4460177
CHOW,ChowChow Cloud International Holdings Limited,Software - Infrastructure,27014988
CHPG,ChampionsGate Acquisition Corporation,Shell Companies,102869046
CHPT,"ChargePoint Holdings, Inc.",Specialty Retail,135295669
CHR,"Cheer Holding, Inc.",Advertising Agencies,7182953
CHRD,Chord Energy Corporation,Oil & Gas Exploration & Production,5651273514
CHRS,"Coherus Oncology, Inc.",Biotechnology,242950736
CHRW,"C.H. Robinson Worldwide, Inc.",Integrated Freight & Logistics,19821055725
CHSN,Chanson International Holding,Restaurants,1175741
CHT,"Chunghwa Telecom Co., Ltd.",Telecom Services,32856928284
CHTR,"Charter Communications, Inc.",Telecom Services,33838679424
CHWY,"Chewy, Inc.",Internet Retail,10080314852
CHYM,"Chime Financial, Inc.",Software - Application,7244338249
CI,The Cigna Group,Healthcare Plans,76857439780
CIA,"Citizens, Inc.",Insurance - Life,299769214
CIB,Grupo Cibest S.A.,Banks - Regional,20656480257
CIEN,Ciena Corporation,Communication Equipment,41264803166
CIFR,Cipher Mining Inc.,Capital Markets,6360982069
CIG,Companhia EnergÃ©tica de Minas Gerais - CEMIG,Utilities - Diversified,7161787040
CIG.C,Companhia EnergÃ©tica de Minas Gerais - CEMIG,Utilities - Diversified,7233953265
CIGI,Colliers International Group Inc.,Real Estate Services,6613944988
CIGL,Concorde International Group Ltd.,Security & Protection Services,48843697
CIIT,"Tianci International, Inc.",Integrated Freight & Logistics,13762341
CIM,Chimera Investment Corporation,REIT - Mortgage,1102587657
CINF,Cincinnati Financial Corporation,Insurance - Property & Casualty,25658094000
CING,Cingulate Inc.,Biotechnology,46705605
CINT,CI&T Inc.,Software - Infrastructure,641293312
CION,CION Investment Corporation,Asset Management,447470401
CISO,CISO Global Inc.,Software - Infrastructure,15266599
CISS,C3is Inc.,Marine Shipping,791923
CITR,CitroTech Inc.,Asset Management,127960728
CIVB,"Civista Bancshares, Inc.",Banks - Regional,495633264
CIX,CompX International Inc.,Security & Protection Services,300805821
CJMB,Callan JMB Inc.,Integrated Freight & Logistics,7211922
CKX,"CKX Lands, Inc.",Oil & Gas Exploration & Production,21849604
CL,Colgate-Palmolive Company,Household & Personal Products,77519265472
CLAR,Clarus Corporation,Leisure,123653873
CLB,Core Laboratories Inc.,Oil & Gas Equipment & Services,845125474
CLBK,"Columbia Financial, Inc.",Banks - Regional,1890960842
CLBR,Colombier Acquisition Corp. III,Shell Companies,394135670
CLBT,Cellebrite DI Ltd.,Software - Infrastructure,3349226752
CLDI,"Calidi Biotherapeutics, Inc.",Biotechnology,5561468
CLDT,Chatham Lodging Trust,REIT - Hotel & Motel,373122880
CLDX,"Celldex Therapeutics, Inc.",Biotechnology,1559236837
CLF,Cleveland-Cliffs Inc.,Steel,6137401769
CLFD,"Clearfield, Inc.",Communication Equipment,431774717
CLGN,CollPlant Biotechnologies Ltd.,Biotechnology,9505984
CLH,"Clean Harbors, Inc.",Waste Management,14261491080
CLIK,Click Holdings Limited,Personal Services,11681658
CLIR,ClearSign Technologies Corporation,Pollution & Treatment Controls,31965854
CLLS,Cellectis S.A.,Biotechnology,266059345
CLMB,"Climb Global Solutions, Inc.",Electronics & Computer Distribution,527607381
CLMT,"Calumet, Inc.",Specialty Chemicals,2253877260
CLNE,Clean Energy Fuels Corp.,Oil & Gas Refining & Marketing,561410557
CLNN,Clene Inc.,Packaged Foods,48114384
CLOV,"Clover Health Investments, Corp.",Healthcare Plans,1043689671
CLPR,Clipper Realty Inc.,REIT - Residential,143103485
CLPS,CLPS Incorporation,Information Technology Services,36287011
CLPT,"ClearPoint Neuro, Inc.",Medical Devices,387917936
CLRB,"Cellectar Biosciences, Inc.",Biotechnology,13568429
CLRO,"ClearOne, Inc.",Communication Equipment,14524049
CLS,Celestica Inc.,Electronic Components,33974706407
CLSK,"CleanSpark, Inc.",Capital Markets,2381059620
CLST,"Catalyst Bancorp, Inc.",Banks - Regional,66570592
CLVT,Clarivate Plc,Information Technology Services,1178400527
CLW,Clearwater Paper Corporation,Paper & Paper Products,276180163
CLWT,Euro Tech Holdings Company Limited,Pollution & Treatment Controls,9129805
CLX,The Clorox Company,Household & Personal Products,15070454604
CLYM,"Climb Bio, Inc.",Biotechnology,251135728
CM,Canadian Imperial Bank of Commerce,Banks - Diversified,89610430643
CMBM,Cambium Networks Corporation,Communication Equipment,36434512
CMBT,Cmb.Tech NV,Oil & Gas Midstream,3773446450
CMC,Commercial Metals Company,Steel,8845975660
CMCL,Caledonia Mining Corporation Plc,Gold,534970876
CMCM,Cheetah Mobile Inc.,Internet Content & Information,171283942
CMCO,Columbus McKinnon Corporation,Farm & Heavy Construction Machinery,602127221
CMCSA,Comcast Corporation,Telecom Services,114483459529
CMCT,Creative Media & Community Trust Corporation,REIT - Office,2500159
CMDB,Costamare Bulkers Holdings Limited,Marine Shipping,455895971
CME,CME Group Inc.,Financial Data & Stock Exchanges,108771319147
CMG,"Chipotle Mexican Grill, Inc.",Restaurants,46678840320
CMI,Cummins Inc.,Specialty Industrial Machinery,81350442960
CMII,Columbus Circle Capital Corp II,Shell Companies,273316670
CMMB,Chemomab Therapeutics Ltd.,Biotechnology,9109572
CMND,Clearmind Medicine Inc.,Biotechnology,1679772
CMP,"Compass Minerals International, Inc.",Other Industrial Metals & Mining,985461446
CMPR,Cimpress plc,Specialty Business Services,1821389400
CMPS,COMPASS Pathways plc,Medical Care Facilities,561699707
CMPX,"Compass Therapeutics, Inc.",Biotechnology,1128535037
CMRC,"Commerce.com, Inc.",Software - Application,200314148
CMRE,Costamare Inc.,Marine Shipping,1966579344
CMS,CMS Energy Corporation,Utilities - Regulated Electric,22898833932
CMT,"Core Molding Technologies, Inc.",Specialty Chemicals,170285311
CMTG,"Claros Mortgage Trust, Inc.",REIT - Mortgage,361764411
CMTL,Comtech Telecommunications Corp.,Communication Equipment,168966377
CNA,CNA Financial Corporation,Insurance - Property & Casualty,13238634576
CNC,Centene Corporation,Healthcare Plans,19267039260
CNCK,Coincheck Group N.V.,Capital Markets,342536347
CNDT,Conduent Incorporated,Information Technology Services,205636365
CNET,ZW Data Action Technologies Inc.,Advertising Agencies,2431711
CNEY,CN Energy Group. Inc.,Specialty Chemicals,5764350
CNF,CNFinance Holdings Limited,Mortgage Finance,38748920
CNH,CNH Industrial N.V.,Farm & Heavy Construction Machinery,15816875237
CNI,Canadian National Railway Company,Railroads,64875993434
CNK,"Cinemark Holdings, Inc.",Entertainment,2882415124
CNL,Collective Mining Ltd.,Gold,1651852405
CNM,"Core & Main, Inc.",Industrial Distribution,11267374368
CNMD,CONMED Corporation,Medical Devices,1291363682
CNNE,"Cannae Holdings, Inc.",Restaurants,657467316
CNO,"CNO Financial Group, Inc.",Insurance - Life,4082400000
CNOB,"ConnectOne Bancorp, Inc.",Banks - Regional,1379909028
CNP,"CenterPoint Energy, Inc.",Utilities - Regulated Electric,27198492253
CNQ,Canadian Natural Resources Limited,Oil & Gas Exploration & Production,84568356124
CNR,"Core Natural Resources, Inc.",Thermal Coal,4614114274
CNS,"Cohen & Steers, Inc.",Asset Management,3373638762
CNSP,"CNS Pharmaceuticals, Inc.",Biotechnology,2301276
CNTA,Centessa Pharmaceuticals plc,Biotechnology,3545258283
CNTB,Connect Biopharma Holdings Limited,Biotechnology,138081677
CNTX,Context Therapeutics Inc.,Biotechnology,223266400
CNTY,"Century Casinos, Inc.",Resorts & Casinos,44167584
CNVS,Cineverse Corp.,Entertainment,39449830
CNX,CNX Resources Corporation,Oil & Gas Exploration & Production,5587950673
CNXC,Concentrix Corporation,Information Technology Services,1866398311
CNXN,"PC Connection, Inc.",Electronics & Computer Distribution,1623772808
COCH,"Envoy Medical, Inc.",Medical Devices,15092768
COCO,"The Vita Coco Company, Inc.",Beverages - Non-Alcoholic,3258009840
COCP,"Cocrystal Pharma, Inc.",Biotechnology,12820559
CODA,"Coda Octopus Group, Inc.",Aerospace & Defense,145728535
CODI,Compass Diversified,Conglomerates,467215349
COE,51Talk Online Education Group,Education & Training Services,160783967
COEP,"Coeptis Therapeutics Holdings, Inc.",Biotechnology,66343696
COF,Capital One Financial Corporation,Credit Services,129326939000
COFS,"ChoiceOne Financial Services, Inc.",Banks - Regional,435027231
COGT,"Cogent Biosciences, Inc.",Biotechnology,5586148642
COHN,Cohen & Company Inc.,Capital Markets,101342293
COHR,Coherent Corp.,Scientific & Technical Instruments,40514828217
COHU,"Cohu, Inc.",Semiconductor Equipment & Materials,1531517838
COIN,"Coinbase Global, Inc.",Financial Data & Stock Exchanges,38045992759
COKE,"Coca-Cola Consolidated, Inc.",Beverages - Non-Alcoholic,13988072673
COLA,Columbus Acquisition Corp,Shell Companies,83017831
COLB,"Columbia Banking System, Inc.",Banks - Regional,9233414610
COLD,"Americold Realty Trust, Inc.",REIT - Industrial,3515104271
COLL,"Collegium Pharmaceutical, Inc.",Drug Manufacturers - Specialty & Generic,1429764444
COLM,Columbia Sportswear Company,Apparel Manufacturing,3334105748
COMP,"Compass, Inc.",Real Estate Services,5813006834
CON,"Concentra Group Holdings Parent, Inc.",Medical Care Facilities,3061986126
COO,"The Cooper Companies, Inc.",Medical Instruments & Supplies,16011404724
COOK,"Traeger, Inc.","Furnishings, Fixtures & Appliances",117178571
COOT,Australian Oilseeds Holdings Limited,Packaged Foods,16767021
COP,ConocoPhillips,Oil & Gas Exploration & Production,135785369440
COPL,Copley Acquisition Corp,Shell Companies,243809238
COR,"Cencora, Inc.",Medical Distribution,68291941223
CORT,Corcept Therapeutics Incorporated,Biotechnology,4032916240
CORZ,"Core Scientific, Inc.",Software - Infrastructure,5419871524
COSM,Cosmos Health Inc.,Medical Distribution,13032114
COSO,"CoastalSouth Bancshares, Inc.",Banks - Regional,297833042
COST,Costco Wholesale Corporation,Discount Stores,443363399871
COTY,Coty Inc.,Household & Personal Products,2200015898
COUR,"Coursera, Inc.",Education & Training Services,972191101
COYA,"Coya Therapeutics, Inc.",Biotechnology,111139647
CP,Canadian Pacific Kansas City Limited,Railroads,75174201424
CPA,"Copa Holdings, S.A.",Airlines,6211569073
CPAC,Cementos Pacasmayo S.A.A.,Building Materials,904253021
CPAY,"Corpay, Inc.",Software - Infrastructure,22478922554
CPB,The Campbell's Company,Packaged Foods,8651855790
CPBI,"Central Plains Bancshares, Inc.",Banks - Regional,68068305
CPF,Central Pacific Financial Corp.,Banks - Regional,910525757
CPHC,Canterbury Park Holding Corporation,Resorts & Casinos,79599636
CPHI,"China Pharma Holdings, Inc.",Drug Manufacturers - Specialty & Generic,3163861
CPIX,Cumberland Pharmaceuticals Inc.,Drug Manufacturers - Specialty & Generic,56685616
CPK,Chesapeake Utilities Corporation,Utilities - Regulated Gas,3165053320
CPNG,"Coupang, Inc.",Internet Retail,31290472326
CPOP,"Pop Culture Group Co., Ltd",Entertainment,27990376
CPRI,Capri Holdings Limited,Luxury Goods,2379662444
CPRT,"Copart, Inc.",Specialty Business Services,35545609356
CPRX,"Catalyst Pharmaceuticals, Inc.",Biotechnology,2900732333
CPS,Cooper-Standard Holdings Inc.,Auto Parts,602303857
CPSH,CPS Technologies Corporation,Electronic Components,84592498
CPSS,"Consumer Portfolio Services, Inc.",Credit Services,185617497
CPT,Camden Property Trust,REIT - Residential,11607338068
CQP,"Cheniere Energy Partners, L.P.",Oil & Gas Midstream,27716853193
CR,Crane Company,Specialty Industrial Machinery,11519377400
CRAC,Crown Reserve Acquisition Corp. I,Shell Companies,215409375
CRAI,"CRA International, Inc.",Consulting Services,1000219974
CRAN,Crane Harbor Acquisition Corp. II,Shell Companies,453546000
CRAQ,Cal Redwood Acquisition Corp.,Shell Companies,318897662
CRBG,"Corebridge Financial, Inc.",Asset Management,15100488000
CRBP,"Corbus Pharmaceuticals Holdings, Inc.",Biotechnology,145634144
CRBU,"Caribou Biosciences, Inc.",Biotechnology,142071418
CRC,California Resources Corporation,Oil & Gas Exploration & Production,4663591676
CRCL,"Circle Internet Group, Inc.",Capital Markets,13334982718
CRCT,"Cricut, Inc.",Computer Hardware,989908408
CRD.A,Crawford & Company,Insurance Brokers,515018944
CRD.B,Crawford & Company,Insurance Brokers,509326460
CRDF,"Cardiff Oncology, Inc.",Biotechnology,106092888
CRDL,Cardiol Therapeutics Inc.,Drug Manufacturers - Specialty & Generic,118369453
CRDO,Credo Technology Group Holding Ltd,Semiconductors,21997330740
CRE,Cre8 Enterprise Limited,Specialty Business Services,5621361
CREG,Smart Powerr Corp.,Utilities - Renewable,26011404
CRESY,"Cresud Sociedad AnÃ³nima, Comercial, Inmobiliaria, Financiera y Agropecuaria",Conglomerates,846058696
CREX,"Creative Realities, Inc.",Software - Application,32082743
CRGO,Freightos Limited,Integrated Freight & Logistics,103597413
CRGY,Crescent Energy Company,Oil & Gas Exploration & Production,3160408024
CRH,CRH plc,Building Materials,82342740139
CRI,"Carter's, Inc.",Apparel Retail,1389757207
CRIS,"Curis, Inc.",Biotechnology,14092450
CRK,"Comstock Resources, Inc.",Oil & Gas Exploration & Production,5620791179
CRL,"Charles River Laboratories International, Inc.",Diagnostics & Research,7812463867
CRM,"Salesforce, Inc.",Software - Application,173747910000
CRMD,CorMedix Inc.,Biotechnology,579887371
CRML,Critical Metals Corp.,Other Industrial Metals & Mining,1031293345
CRMT,"America's Car-Mart, Inc.",Auto & Truck Dealerships,175766960
CRNC,Cerence Inc.,Software - Application,357443571
CRNT,Ceragon Networks Ltd.,Communication Equipment,205848029
CRNX,"Crinetics Pharmaceuticals, Inc.",Biotechnology,4518721907
CRON,Cronos Group Inc.,Drug Manufacturers - Specialty & Generic,1003046471
CROX,"Crocs, Inc.",Footwear & Accessories,5111615588
CRS,Carpenter Technology Corporation,Metal Fabrication,18328979662
CRSP,CRISPR Therapeutics AG,Biotechnology,4663040401
CRSR,"Corsair Gaming, Inc.",Computer Hardware,488114462
CRT,Cross Timbers Royalty Trust,Oil & Gas Exploration & Production,51420000
CRTO,Criteo S.A.,Advertising Agencies,954029963
CRUS,"Cirrus Logic, Inc.",Semiconductors,7245599607
CRVL,CorVel Corporation,Insurance Brokers,2418998746
CRVO,CervoMed Inc.,Biotechnology,42099871
CRVS,"Corvus Pharmaceuticals, Inc.",Biotechnology,1572318791
CRWD,"CrowdStrike Holdings, Inc.",Software - Infrastructure,103748591998
CRWS,"Crown Crafts, Inc.","Furnishings, Fixtures & Appliances",32429445
CRWV,"CoreWeave, Inc.",Software - Infrastructure,49883940044
CSAI,Cloudastructure Inc.,Software - Infrastructure,11951945
CSAN,Cosan S.A.,Oil & Gas Refining & Marketing,4868937967
CSBR,"Champions Oncology, Inc.",Biotechnology,82623640
CSCO,"Cisco Systems, Inc.",Communication Equipment,296332092225
CSGP,"CoStar Group, Inc.",Real Estate Services,19084740279
CSGS,"CSG Systems International, Inc.",Software - Infrastructure,2150584540
CSIQ,Canadian Solar Inc.,Solar,1332539720
CSL,Carlisle Companies Incorporated,Building Products & Equipment,17364209160
CSPI,CSP Inc.,Information Technology Services,91074480
CSR,Centerspace,REIT - Residential,1108924196
CSTE,Caesarstone Ltd.,Building Products & Equipment,74640586
CSTL,"Castle Biosciences, Inc.",Diagnostics & Research,931118222
CSTM,Constellium SE,Aluminum,3352717283
CSV,"Carriage Services, Inc.",Personal Services,682869020
CSW,"CSW Industrials, Inc.",Specialty Industrial Machinery,5163417105
CSWC,Capital Southwest Corporation,Asset Management,1387937801
CSX,CSX Corporation,Railroads,75784132600
CTAS,Cintas Corporation,Specialty Business Services,78418359581
CTBI,"Community Trust Bancorp, Inc.",Banks - Regional,1151714973
CTEV,Claritev Corporation,Health Information Services,330182367
CTGO,"Contango Ore, Inc.",Gold,428860491
CTKB,"Cytek Biosciences, Inc.",Medical Devices,531278369
CTLP,"Cantaloupe, Inc.",Software - Infrastructure,763741210
CTM,"Castellum, Inc.",Information Technology Services,76693095
CTMX,"CytomX Therapeutics, Inc.",Biotechnology,920034195
CTNM,"Contineum Therapeutics, Inc.",Biotechnology,543558201
CTNT,Cheetah Net Supply Chain Service Inc.,Integrated Freight & Logistics,4546721
CTO,"CTO Realty Growth, Inc.",REIT - Diversified,598887383
CTOR,"Citius Oncology, Inc.",Drug Manufacturers - Specialty & Generic,104164741
CTOS,"Custom Truck One Source, Inc.",Rental & Leasing Services,1604041869
CTRA,Coterra Energy Inc.,Oil & Gas Exploration & Production,23351064105
CTRE,"CareTrust REIT, Inc.",REIT - Healthcare Facilities,8963274925
CTRI,"Centuri Holdings, Inc.",Utilities - Regulated Gas,3097914698
CTRM,Castor Maritime Inc.,Marine Shipping,20580814
CTRN,"Citi Trends, Inc.",Apparel Retail,356857879
CTS,CTS Corporation,Electronic Components,1653663917
CTSH,Cognizant Technology Solutions Corporation,Information Technology Services,31532570000
CTSO,Cytosorbents Corporation,Medical Devices,39880734
CTVA,"Corteva, Inc.",Agricultural Inputs,49813999930
CTW,CTW Cayman,Other,112320000
CTXR,"Citius Pharmaceuticals, Inc.",Biotechnology,16473298
CUB,Lionheart Holdings,Shell Companies,328440004
CUBE,CubeSmart,REIT - Industrial,8833315042
CUBI,"Customers Bancorp, Inc.",Banks - Regional,2450484952
CUE,"Cue Biopharma, Inc.",Biotechnology,27371321
CUK,Carnival Corporation & plc,Travel Services,45631138132
CULP,"Culp, Inc.",Textile Manufacturing,44573000
CUPR,Cuprina Holdings (Cayman) Limited,Medical Instruments & Supplies,9154860
CURB,Curbline Properties Corp.,REIT - Retail,2672130933
CURI,CuriosityStream Inc.,Broadcasting,181308357
CURR,CURRENC Group Inc.,Software - Application,143263400
CURV,Torrid Holdings Inc.,Apparel Retail,106140728
CUZ,Cousins Properties Incorporated,REIT - Office,3653608283
CV,"CapsoVision, Inc.",Medical Devices,220163158
CVBF,CVB Financial Corp.,Banks - Regional,2772034290
CVCO,"Cavco Industries, Inc.",Residential Construction,4443964322
CVE,Cenovus Energy Inc.,Oil & Gas Integrated,41499837338
CVEO,Civeo Corporation,Lodging,329680834
CVGI,"Commercial Vehicle Group, Inc.",Auto Parts,55065453
CVGW,"Calavo Growers, Inc.",Food Distribution,452571680
CVI,"CVR Energy, Inc.",Oil & Gas Refining & Marketing,2293102963
CVKD,"Cadrenal Therapeutics, Inc.",Biotechnology,13049554
CVLG,"Covenant Logistics Group, Inc.",Trucking,703324758
CVLT,"Commvault Systems, Inc.",Software - Application,3835226162
CVM,CEL-SCI Corporation,Biotechnology,38680232
CVNA,Carvana Co.,Auto & Truck Dealerships,75373540391
CVR,Chicago Rivet & Machine Co.,Tools & Accessories,12897862
CVRX,"CVRx, Inc.",Medical Devices,149397621
CVS,CVS Health Corporation,Healthcare Plans,99143408140
CVU,"CPI Aerostructures, Inc.",Aerospace & Defense,49576536
CVV,CVD Equipment Corporation,Specialty Industrial Machinery,27957472
CVX,Chevron Corporation,Oil & Gas Integrated,361152000000
CW,Curtiss-Wright Corporation,Aerospace & Defense,24745094576
CWAN,"Clearwater Analytics Holdings, Inc.",Software - Application,6879966580
CWBC,Community West Bancshares,Banks - Regional,466630056
CWCO,Consolidated Water Co. Ltd.,Utilities - Regulated Water,586113851
CWD,CaliberCos Inc.,Asset Management,8217118
CWEN,"Clearway Energy, Inc.",Utilities - Renewable,4691022988
CWEN.A,"Clearway Energy, Inc.",Utilities - Renewable,7621135408
CWH,"Camping World Holdings, Inc.",Auto & Truck Dealerships,1184303362
CWK,Cushman & Wakefield Limited,Real Estate Services,2862632213
CWST,"Casella Waste Systems, Inc.",Waste Management,6509355260
CWT,California Water Service Group,Utilities - Regulated Water,2708426448
CX,"CEMEX, S.A.B. de C.V.",Building Materials,18725219160
CXAI,CXApp Inc.,Software - Application,7375507
CXDO,"Crexendo, Inc.",Telecom Services,186076496
CXM,"Sprinklr, Inc.",Software - Application,1329638273
CXT,"Crane NXT, Co.",Specialty Industrial Machinery,3072079087
CXW,"CoreCivic, Inc.",Security & Protection Services,1786910860
CYBR,CyberArk Software Ltd.,Software - Infrastructure,20637501825
CYCN,"Cyclerion Therapeutics, Inc.",Biotechnology,4681641
CYCU,"Cycurion, Inc.",Information Technology Services,7580618
CYD,China Yuchai International Limited,Auto Manufacturers,1964084157
CYH,"Community Health Systems, Inc.",Medical Care Facilities,454725117
CYN,Cyngn Inc.,Software - Application,11562851
CYPH,Cypherpunk Technologies Inc.,Asset Management,33957113
CYRX,"Cryoport, Inc.",Integrated Freight & Logistics,412567769
CYTK,"Cytokinetics, Incorporated",Biotechnology,7952110982
CZFS,"Citizens Financial Services, Inc.",Banks - Regional,303182536
CZNC,Citizens & Northern Corporation,Banks - Regional,419029168
CZR,"Caesars Entertainment, Inc.",Resorts & Casinos,3878050917
CZWI,"Citizens Community Bancorp, Inc.",Banks - Regional,177630515
D,"Dominion Energy, Inc.",Utilities - Regulated Electric,55606832598
DAAQ,Digital Asset Acquisition Corp.,Shell Companies,235175000
DAC,Danaos Corporation,Marine Shipping,1924715874
DAIC,"CID HoldCo, Inc.",Information Technology Services,8361159
DAIO,Data I/O Corporation,Electronic Components,28645362
DAKT,"Daktronics, Inc.",Electronic Components,1274267936
DAL,"Delta Air Lines, Inc.",Airlines,45145632428
DAN,Dana Incorporated,Auto Parts,3723868000
DAO,"Youdao, Inc.",Education & Training Services,1082101703
DAR,Darling Ingredients Inc.,Packaged Foods,7958341785
DARE,"DarÃ© Bioscience, Inc.",Biotechnology,24292153
DASH,"DoorDash, Inc.",Internet Retail,69451101352
DAVA,Endava plc,Software - Infrastructure,264742012
DAVE,Dave Inc.,Software - Application,2297314430
DAWN,"Day One Biopharmaceuticals, Inc.",Biotechnology,1129430522
DB,Deutsche Bank Aktiengesellschaft,Banks - Regional,70635614839
DBCA,D. Boral Acquisition I Corp.,Shell Companies,357706289
DBD,"Diebold Nixdorf, Incorporated",Software - Application,2711198322
DBI,Designer Brands Inc.,Footwear & Accessories,328590929
DBRG,"DigitalBridge Group, Inc.",Asset Management,2916931201
DBVT,DBV Technologies S.A.,Biotechnology,1305030281
DBX,"Dropbox, Inc.",Software - Infrastructure,6284778107
DC,Dakota Gold Corp.,Gold,699014737
DCBO,Docebo Inc.,Software - Application,541311113
DCGO,DocGo Inc.,Medical Care Facilities,69447494
DCH,Dauch Corporation,Other,1000610829
DCI,"Donaldson Company, Inc.",Specialty Industrial Machinery,12680115369
DCO,Ducommun Incorporated,Aerospace & Defense,1796134497
DCOM,"Dime Community Bancshares, Inc.",Banks - Regional,1535608620
DCOY,Decoy Therapeutics Inc.,Biotechnology,4788771
DCTH,"Delcath Systems, Inc.",Medical Devices,316464000
DCX,Digital Currency X Technology Inc.,Auto Manufacturers,5756214
DD,"DuPont de Nemours, Inc.",Specialty Chemicals,20226530846
